,STATUS,PRICE,BED,BATH,ACRE LOT,FULL ADDRESS,STREET,CITY,STATE,HOUSE SIZE,ZIP
454404,for_sale,510000.0,5.0,3.0,0.35,"43 Felway Dr, Coram, NY, 11727",43 Felway Dr,Coram,New York,2300.0,11727
454413,for_sale,700000.0,4.0,3.0,1.15,"17 Old Field Rd, Setauket, NY, 11733",17 Old Field Rd,Setauket,New York,2500.0,11733
454446,for_sale,725000.0,4.0,3.0,0.49,"10 Thunder Rd, Miller Place, NY, 11764",10 Thunder Rd,Miller Place,New York,2700.0,11764
454531,for_sale,1088888.0,5.0,3.0,0.69,"1 Viburnum Ct, Miller Place, NY, 11764",1 Viburnum Ct,Miller Place,New York,3681.0,11764
454537,for_sale,799888.0,4.0,4.0,0.73,"1 Mondavi Ln, Setauket, NY, 11733",1 Mondavi Ln,Setauket,New York,3944.0,11733
454562,for_sale,499900.0,3.0,2.0,1.0,"3 N Swezeytown Rd, Middle Island, NY, 11953",3 N Swezeytown Rd,Middle Island,New York,1400.0,11953
454574,for_sale,1750000.0,5.0,6.0,1.04,"25 Crooked Oak Rd, Belle Terre, NY, 11777",25 Crooked Oak Rd,Belle Terre,New York,4150.0,11777
454615,for_sale,499990.0,3.0,2.0,0.33,"67 Chardonnay Dr, Coram, NY, 11727",67 Chardonnay Dr,Coram,New York,1566.0,11727
454619,for_sale,675000.0,5.0,4.0,0.37,"30 Myrtle Ln, Coram, NY, 11727",30 Myrtle Ln,Coram,New York,3500.0,11727
454621,for_sale,1098800.0,5.0,4.0,0.12,"141 Hamlet Dr Unit 141, Mount Sinai, NY, 11766",141 Hamlet Dr Unit 141,Mount Sinai,New York,3400.0,11766
454636,for_sale,799000.0,5.0,3.0,1.25,"53 Wintergreen Dr, Easton, CT, 06612",53 Wintergreen Dr,Easton,Connecticut,3107.0,06612
454654,for_sale,1349000.0,5.0,5.0,0.96,"48 Soundview Dr, Easton, CT, 06612",48 Soundview Dr,Easton,Connecticut,4334.0,06612
454662,for_sale,674999.0,4.0,4.0,0.4,"7 Overlook Ct, Rocky Point, NY, 11778",7 Overlook Ct,Rocky Point,New York,2646.0,11778
454700,for_sale,579990.0,5.0,3.0,0.33,"28 Clematis St, Port Jefferson Station, NY, 11776",28 Clematis St,Port Jefferson Station,New York,2432.0,11776
454734,for_sale,549000.0,4.0,3.0,0.35,"23 Rondell Ln, Centereach, NY, 11720",23 Rondell Ln,Centereach,New York,3000.0,11720
454735,for_sale,798000.0,5.0,4.0,0.93,"41 Rosewood Dr, Easton, CT, 06612",41 Rosewood Dr,Easton,Connecticut,3584.0,06612
454739,for_sale,1350000.0,5.0,4.0,2.0,"21 Flax Pond Woods Rd, Old Field, NY, 11733",21 Flax Pond Woods Rd,Old Field,New York,4100.0,11733
454782,for_sale,469900.0,3.0,2.0,0.2,"122 Berkeley Ave, Selden, NY, 11784",122 Berkeley Ave,Selden,New York,1677.0,11784
454860,for_sale,475000.0,4.0,2.0,0.23,"6 Pontiac Rd, Selden, NY, 11784",6 Pontiac Rd,Selden,New York,1942.0,11784
454903,for_sale,545000.0,2.0,2.0,0.04,"86 Pond Cir Unit 86, Mount Sinai, NY, 11766",86 Pond Cir Unit 86,Mount Sinai,New York,1317.0,11766
454909,for_sale,563000.0,5.0,4.0,0.45,"28 Crater Lake Dr, Coram, NY, 11727",28 Crater Lake Dr,Coram,New York,1947.0,11727
454916,for_sale,849990.0,4.0,6.0,0.62,"41 Echo Ave, Miller Place, NY, 11764",41 Echo Ave,Miller Place,New York,5580.0,11764
454951,for_sale,1399000.0,5.0,5.0,0.99,"14 Indian Valley Rd, Setauket, NY, 11733",14 Indian Valley Rd,Setauket,New York,3500.0,11733
454966,for_sale,749000.0,4.0,2.0,0.27,"41 Shore Rd, East Setauket, NY, 11733",41 Shore Rd,East Setauket,New York,2300.0,11733
454989,for_sale,739999.0,4.0,4.0,0.34,"338 Parkside Ave, Miller Place, NY, 11764",338 Parkside Ave,Miller Place,New York,3600.0,11764
454991,for_sale,449990.0,3.0,3.0,0.34,"33 Westbrook Rd, Coram, NY, 11727",33 Westbrook Rd,Coram,New York,1800.0,11727
455001,for_sale,205000.0,1.0,1.0,0.02,"136E Eastbourne Ct Unit 136E, Ridge, NY, 11961",136E Eastbourne Ct Unit 136E,Ridge,New York,679.0,11961
455010,for_sale,554900.0,4.0,2.0,0.47,"53 Jonas Blvd, Centereach, NY, 11720",53 Jonas Blvd,Centereach,New York,1922.0,11720
455013,for_sale,529500.0,3.0,3.0,0.34,"7 Kristal Ct, Coram, NY, 11727",7 Kristal Ct,Coram,New York,1700.0,11727
455018,for_sale,449000.0,4.0,3.0,0.19,"63 Rosemary Ln, Centereach, NY, 11720",63 Rosemary Ln,Centereach,New York,8000.0,11720
455033,for_sale,449999.0,4.0,2.0,0.26,"98 Cedarhurst Ave, Selden, NY, 11784",98 Cedarhurst Ave,Selden,New York,2068.0,11784
455037,for_sale,1785000.0,4.0,4.0,3.93,"23 Harbor Beach Rd Unit D, Miller Place, NY, 11764",23 Harbor Beach Rd Unit D,Miller Place,New York,3000.0,11764
455125,for_sale,289900.0,2.0,1.0,0.02,"451B Arlington Dr Unit 451B, Ridge, NY, 11961",451B Arlington Dr Unit 451B,Ridge,New York,1194.0,11961
455142,for_sale,710000.0,3.0,3.0,1.01,"22 Newman Dr, Easton, CT, 06612",22 Newman Dr,Easton,Connecticut,1721.0,06612
455155,for_sale,949990.0,3.0,4.0,0.44,"112 Wilson Dr, Port Jefferson, NY, 11777",112 Wilson Dr,Port Jefferson,New York,3380.0,11777
455182,for_sale,215000.0,1.0,1.0,0.02,"189D Ventry Ct Unit 189D, Ridge, NY, 11961",189D Ventry Ct Unit 189D,Ridge,New York,679.0,11961
455202,for_sale,529900.0,3.0,3.0,0.43,"4 Equestrian Ct, Farmingville, NY, 11738",4 Equestrian Ct,Farmingville,New York,2200.0,11738
455207,for_sale,2949999.0,4.0,5.0,4.11,"85 Banks Rd, Easton, CT, 06612",85 Banks Rd,Easton,Connecticut,6001.0,06612
455208,for_sale,649000.0,4.0,3.0,0.39,"35 Barnsley Cres, Mount Sinai, NY, 11766",35 Barnsley Cres,Mount Sinai,New York,2402.0,11766
455232,for_sale,369900.0,3.0,2.0,0.27,"3 Pinelawn Rd, Sound Beach, NY, 11789",3 Pinelawn Rd,Sound Beach,New York,900.0,11789
455238,for_sale,519900.0,3.0,2.0,0.5,"29 Sabre Dr, Selden, NY, 11784",29 Sabre Dr,Selden,New York,2358.0,11784
455277,for_sale,439900.0,3.0,2.0,0.25,"73 Holiday Park Dr, Centereach, NY, 11720",73 Holiday Park Dr,Centereach,New York,1912.0,11720
455331,for_sale,439990.0,3.0,1.0,0.4,"4 Ascot Pl, Coram, NY, 11727",4 Ascot Pl,Coram,New York,1122.0,11727
455334,for_sale,699000.0,4.0,3.0,0.22,"4 Lowery Ave, Lake Grove, NY, 11755",4 Lowery Ave,Lake Grove,New York,2200.0,11755
455350,for_sale,759000.0,3.0,2.0,0.12,"120 Thompson St, Port Jefferson, NY, 11777",120 Thompson St,Port Jefferson,New York,2100.0,11777
455353,for_sale,859000.0,3.0,3.0,3.09,"10 Silver Hill Rd, Easton, CT, 06612",10 Silver Hill Rd,Easton,Connecticut,2950.0,06612
455365,for_sale,675000.0,4.0,3.0,0.48,"1 Doyle Ct, Lake Grove, NY, 11755",1 Doyle Ct,Lake Grove,New York,3400.0,11755
455419,for_sale,1299999.0,5.0,5.0,0.89,"41 Setalcott Pl, Setauket, NY, 11733",41 Setalcott Pl,Setauket,New York,5000.0,11733
455426,for_sale,225000.0,3.0,1.0,0.14,"76 E Hill St, Riverhead, NY, 11792",76 E Hill St,Riverhead,New York,998.0,11792
455437,for_sale,329000.0,2.0,2.0,0.02,"55 Briar Hill Ct Unit 55, Middle Island, NY, 11953",55 Briar Hill Ct Unit 55,Middle Island,New York,1133.0,11953
455445,for_sale,429000.0,4.0,2.0,0.21,"338 Boyle Rd, Selden, NY, 11784",338 Boyle Rd,Selden,New York,2000.0,11784
455460,for_sale,399000.0,4.0,2.0,1.38,"23 Teepee Rd, Rocky Point, NY, 11778",23 Teepee Rd,Rocky Point,New York,1100.0,11778
455479,for_sale,428400.0,3.0,2.0,1.05,"74 Hilltop Dr, Sound Beach, NY, 11789",74 Hilltop Dr,Sound Beach,New York,1993.0,11789
455494,for_sale,528000.0,4.0,3.0,0.35,"8 Carnaby Ave, Coram, NY, 11727",8 Carnaby Ave,Coram,New York,2200.0,11727
455505,for_sale,599999.0,4.0,4.0,0.29,"425 Old Town Rd, Port Jefferson Station, NY, 11776",425 Old Town Rd,Port Jefferson Station,New York,1859.0,11776
455541,for_sale,675000.0,3.0,2.0,0.4,"6 Shadetree Ln, Stony Brook, NY, 11790",6 Shadetree Ln,Stony Brook,New York,2000.0,11790
455546,for_sale,1250000.0,5.0,4.0,0.69,"743 Mount Sinai Coram Rd, Mount Sinai, NY, 11766",743 Mount Sinai Coram Rd,Mount Sinai,New York,4061.0,11766
455548,for_sale,729000.0,4.0,3.0,0.14,"112 Shore Dr, Sound Beach, NY, 11789",112 Shore Dr,Sound Beach,New York,1760.0,11789
455589,for_sale,369000.0,2.0,1.0,0.14,"75 Park St, Centereach, NY, 11720",75 Park St,Centereach,New York,702.0,11720
455626,for_sale,599000.0,3.0,3.0,0.11,"30 Sunflower Ridge Rd Unit 30, South Setauket, NY, 11720",30 Sunflower Ridge Rd Unit 30,South Setauket,New York,2255.0,11720
455629,for_sale,599000.0,4.0,2.0,0.37,"67 Woodland Rd, Miller Place, NY, 11764",67 Woodland Rd,Miller Place,New York,2100.0,11764
455657,for_sale,649000.0,5.0,3.0,0.96,"22 Canterbury Ct, East Setauket, NY, 11733",22 Canterbury Ct,East Setauket,New York,2356.0,11733
455669,for_sale,469900.0,4.0,3.0,0.28,"388 Mooney Pond Rd, Farmingville, NY, 11738",388 Mooney Pond Rd,Farmingville,New York,1919.0,11738
455701,for_sale,669000.0,4.0,3.0,1.04,"106 Woodhaven Dr, Trumbull, CT, 06611",106 Woodhaven Dr,Trumbull,Connecticut,1512.0,06611
455713,for_sale,939999.0,5.0,5.0,0.23,"16 Hamlet Dr Unit 16, Mount Sinai, NY, 11766",16 Hamlet Dr Unit 16,Mount Sinai,New York,3468.0,11766
455735,for_sale,699900.0,4.0,3.0,0.83,"26 N Green Acres Ln, Trumbull, CT, 06611",26 N Green Acres Ln,Trumbull,Connecticut,2436.0,06611
455741,for_sale,334990.0,2.0,1.0,0.11,"457 Summerwood Ct Unit 457, Ridge, NY, 11961",457 Summerwood Ct Unit 457,Ridge,New York,792.0,11961
455742,for_sale,389990.0,3.0,2.0,0.35,"50 Dorothy St, Port Jefferson Station, NY, 11776",50 Dorothy St,Port Jefferson Station,New York,2171.0,11776
455753,for_sale,399900.0,3.0,2.0,0.12,"72 Adirondack Dr, Selden, NY, 11784",72 Adirondack Dr,Selden,New York,1500.0,11784
455756,for_sale,799000.0,5.0,3.0,0.29,"2 Colgate Ct, Shoreham, NY, 11786",2 Colgate Ct,Shoreham,New York,2660.0,11786
455758,for_sale,325000.0,2.0,2.0,0.03,"29 Birchwood Rd Unit 29, Coram, NY, 11727",29 Birchwood Rd Unit 29,Coram,New York,1090.0,11727
455788,for_sale,550000.0,3.0,2.0,1.25,"556 Hawkins Rd, Selden, NY, 11784",556 Hawkins Rd,Selden,New York,1800.0,11784
455841,for_sale,399900.0,3.0,1.0,0.36,"99 Lake Ave, Trumbull, CT, 06611",99 Lake Ave,Trumbull,Connecticut,1206.0,06611
455875,for_sale,610000.0,5.0,4.0,1.75,"30 Half Mile Rd, Middle Island, NY, 11953",30 Half Mile Rd,Middle Island,New York,2970.0,11953
455937,for_sale,525417.0,5.0,4.0,0.48,"28 Dumond Pl, Coram, NY, 11727",28 Dumond Pl,Coram,New York,2800.0,11727
455965,for_sale,379000.0,1.0,2.0,0.03,"97 Commodore Cir Unit 97, Port Jefferson Station, NY, 11776",97 Commodore Cir Unit 97,Port Jefferson Station,New York,1204.0,11776
455995,for_sale,519000.0,2.0,1.0,0.47,"2 Acorn Ln, Stony Brook, NY, 11790",2 Acorn Ln,Stony Brook,New York,1184.0,11790
456024,for_sale,519998.0,3.0,3.0,0.04,"169 S Windward Ct Unit 169, Port Jefferson, NY, 11777",169 S Windward Ct Unit 169,Port Jefferson,New York,1796.0,11777
456032,for_sale,299996.0,2.0,1.0,0.25,"8 Albion Rd, Rocky Point, NY, 11778",8 Albion Rd,Rocky Point,New York,750.0,11778
456037,for_sale,999900.0,4.0,5.0,1.0,"11 Roseview Ct, Trumbull, CT, 06611",11 Roseview Ct,Trumbull,Connecticut,4096.0,06611
456086,for_sale,660000.0,4.0,3.0,0.31,"56 Blackhouse Rd, Trumbull, CT, 06611",56 Blackhouse Rd,Trumbull,Connecticut,3245.0,06611
456133,for_sale,425000.0,3.0,2.0,0.23,"15 Hickory Rd, Rocky Point, NY, 11778",15 Hickory Rd,Rocky Point,New York,1360.0,11778
456157,for_sale,449000.0,3.0,3.0,0.37,"207 Mount Sinai Coram Rd, Coram, NY, 11727",207 Mount Sinai Coram Rd,Coram,New York,1895.0,11727
456169,for_sale,679000.0,3.0,3.0,1.94,"13 Heritage Dr, Easton, CT, 06612",13 Heritage Dr,Easton,Connecticut,2048.0,06612
456207,for_sale,375000.0,3.0,1.0,0.28,"57 Lorma Ave, Trumbull, CT, 06611",57 Lorma Ave,Trumbull,Connecticut,1088.0,06611
456252,for_sale,699000.0,4.0,2.0,3.97,"50 Sherwood Dr, Easton, CT, 06612",50 Sherwood Dr,Easton,Connecticut,2387.0,06612
456257,for_sale,899000.0,5.0,5.0,0.35,"62 Upper Sheep Past Rd, East Setauket, NY, 11733",62 Upper Sheep Past Rd,East Setauket,New York,4185.0,11733
456259,for_sale,369999.0,2.0,2.0,0.06,"403 Kingston Dr Unit 403, Ridge, NY, 11961",403 Kingston Dr Unit 403,Ridge,New York,1116.0,11961
456271,for_sale,589500.0,5.0,3.0,1.0,"51 S Swezeytown Rd, Middle Island, NY, 11953",51 S Swezeytown Rd,Middle Island,New York,2000.0,11953
456334,for_sale,325000.0,3.0,1.0,0.14,"78 Woodlawn Rd, Rocky Point, NY, 11778",78 Woodlawn Rd,Rocky Point,New York,1350.0,11778
456340,for_sale,799000.0,4.0,3.0,0.85,"4 Upham Down, Shoreham, NY, 11786",4 Upham Down,Shoreham,New York,2522.0,11786
456342,for_sale,449900.0,4.0,2.0,0.22,"28 Hulse Ave, Wading River, NY, 11792",28 Hulse Ave,Wading River,New York,1278.0,11792
456362,for_sale,1299000.0,5.0,5.0,3.82,"1158 Sport Hill Rd, Easton, CT, 06612",1158 Sport Hill Rd,Easton,Connecticut,4620.0,06612
456403,for_sale,199900.0,1.0,1.0,0.02,"195 Newcastle Ct Unit B, Ridge, NY, 11961",195 Newcastle Ct Unit B,Ridge,New York,675.0,11961
456408,for_sale,575000.0,3.0,2.0,0.23,"242 N Country Rd, Port Jefferson, NY, 11777",242 N Country Rd,Port Jefferson,New York,1800.0,11777
456528,for_sale,525000.0,3.0,2.0,1.03,"161 Tanglewood Rd, Trumbull, CT, 06611",161 Tanglewood Rd,Trumbull,Connecticut,1544.0,06611
456533,for_sale,599000.0,4.0,3.0,1.09,"56 Dare Rd, Selden, NY, 11784",56 Dare Rd,Selden,New York,2440.0,11784
456539,for_sale,599000.0,4.0,3.0,0.34,"16 Birch Ln, Wading River, NY, 11792",16 Birch Ln,Wading River,New York,3000.0,11792
456541,for_sale,659000.0,4.0,3.0,0.22,"14 Waterview Dr, Miller Place, NY, 11764",14 Waterview Dr,Miller Place,New York,2000.0,11764
456542,for_sale,549990.0,4.0,3.0,0.57,"19 Estates Dr, Port Jefferson Station, NY, 11776",19 Estates Dr,Port Jefferson Station,New York,1900.0,11776
456584,for_sale,269900.0,2.0,1.0,0.02,"39 Trent Ct Unit B, Ridge, NY, 11961",39 Trent Ct Unit B,Ridge,New York,875.0,11961
456585,for_sale,379900.0,2.0,1.0,0.03,"54D Aylesbury Ct Unit 54D, Ridge, NY, 11961",54D Aylesbury Ct Unit 54D,Ridge,New York,1200.0,11961
456616,for_sale,369000.0,2.0,2.0,0.23,"18 Frank St, Trumbull, CT, 06611",18 Frank St,Trumbull,Connecticut,1000.0,06611
456621,for_sale,950000.0,4.0,4.0,1.03,"6 Frances Ln, Port Jefferson, NY, 11777",6 Frances Ln,Port Jefferson,New York,3884.0,11777
456623,for_sale,599990.0,4.0,3.0,0.37,"26 Harvard Rd, Shoreham, NY, 11786",26 Harvard Rd,Shoreham,New York,1734.0,11786
456630,for_sale,37500.0,1.0,1.0,0.03,"658 Sound Ave, Wading River, NY, 11792",658 Sound Ave,Wading River,New York,600.0,11792
456658,for_sale,480000.0,3.0,3.0,0.46,"18 Lull Water Rd, Trumbull, CT, 06611",18 Lull Water Rd,Trumbull,Connecticut,1646.0,06611
456667,for_sale,439999.0,3.0,2.0,0.36,"314 Locust Dr, Rocky Point, NY, 11778",314 Locust Dr,Rocky Point,New York,1500.0,11778
456669,for_sale,1495000.0,4.0,3.0,1.2,"17 Seaside Dr, Belle Terre, NY, 11777",17 Seaside Dr,Belle Terre,New York,3600.0,11777
456704,for_sale,1099000.0,5.0,4.0,1.1,"26 High Ridge Rd, Easton, CT, 06612",26 High Ridge Rd,Easton,Connecticut,4278.0,06612
456739,for_sale,489000.0,3.0,2.0,0.35,"12 Holly Hill Ln, Coram, NY, 11727",12 Holly Hill Ln,Coram,New York,1850.0,11727
456740,for_sale,519900.0,3.0,4.0,0.3,"6016 Main St, Trumbull, CT, 06611",6016 Main St,Trumbull,Connecticut,2236.0,06611
456746,for_sale,989000.0,5.0,4.0,1.02,"25 Arbor Field Way, Lake Grove, NY, 11755",25 Arbor Field Way,Lake Grove,New York,4000.0,11755
456752,for_sale,451000.0,4.0,2.0,0.26,"3 Arrow St, Selden, NY, 11784",3 Arrow St,Selden,New York,1540.0,11784
456784,for_sale,1199000.0,5.0,5.0,5.74,"82 Rock House Rd, Easton, CT, 06612",82 Rock House Rd,Easton,Connecticut,3929.0,06612
456790,for_sale,349990.0,2.0,2.0,0.04,"93 Enfield Ct Unit B, Ridge, NY, 11961",93 Enfield Ct Unit B,Ridge,New York,1746.0,11961
456795,for_sale,269000.0,2.0,1.0,0.02,"275 Berwick Ct Unit B, Ridge, NY, 11961",275 Berwick Ct Unit B,Ridge,New York,1000.0,11961
456824,for_sale,459900.0,3.0,2.0,0.34,"3 Groton Ln, Coram, NY, 11727",3 Groton Ln,Coram,New York,2112.0,11727
456834,for_sale,374900.0,2.0,2.0,0.05,"48 Strathmore Gate Dr, Stony Brook, NY, 11790",48 Strathmore Gate Dr,Stony Brook,New York,1100.0,11790
456835,for_sale,699000.0,5.0,3.0,0.51,"626 Canal Rd, Mount Sinai, NY, 11766",626 Canal Rd,Mount Sinai,New York,2500.0,11766
456855,for_sale,249999.0,2.0,1.0,0.34,"276 Berwick Ct Unit C, Ridge, NY, 11961",276 Berwick Ct Unit C,Ridge,New York,800.0,11961
456874,for_sale,379999.0,1.0,3.0,0.02,"2903 Eve Ann Dr Unit 2903, Port Jefferson Station, NY, 11776",2903 Eve Ann Dr Unit 2903,Port Jefferson Station,New York,984.0,11776
456876,for_sale,999000.0,5.0,3.0,1.0,"205 Lake Ave, Trumbull, CT, 06611",205 Lake Ave,Trumbull,Connecticut,3102.0,06611
456916,for_sale,539000.0,4.0,2.0,0.34,"2 Ridgeview Pl, Mount Sinai, NY, 11766",2 Ridgeview Pl,Mount Sinai,New York,1560.0,11766
456974,for_sale,8999999.0,5.0,6.0,2.5,"183 Old Field Rd, Setauket, NY, 11733",183 Old Field Rd,Setauket,New York,10684.0,11733
456991,for_sale,514999.0,3.0,2.0,0.34,"9 Saddle Hill Rd, Coram, NY, 11727",9 Saddle Hill Rd,Coram,New York,1608.0,11727
456998,for_sale,399900.0,2.0,2.0,0.1,"16 Villanova Ct Unit 16, Ridge, NY, 11961",16 Villanova Ct Unit 16,Ridge,New York,1290.0,11961
456999,for_sale,649999.0,4.0,3.0,0.23,"3 Zebra Rd, Rocky Point, NY, 11778",3 Zebra Rd,Rocky Point,New York,2000.0,11778
457016,for_sale,650000.0,4.0,3.0,0.73,"9 Upham Down, Shoreham, NY, 11786",9 Upham Down,Shoreham,New York,4300.0,11786
457024,for_sale,499000.0,5.0,3.0,0.35,"1017 Old Town Rd, Coram, NY, 11727",1017 Old Town Rd,Coram,New York,2050.0,11727
457030,for_sale,419000.0,5.0,2.0,0.09,"254 Lower Rocky Point Rd, Sound Beach, NY, 11789",254 Lower Rocky Point Rd,Sound Beach,New York,2074.0,11789
457037,for_sale,439000.0,3.0,2.0,0.34,"1 Antonelli Dr, Port Jefferson Station, NY, 11776",1 Antonelli Dr,Port Jefferson Station,New York,1600.0,11776
457043,for_sale,974999.0,5.0,4.0,0.23,"13 Oakland Hills Dr, Mount Sinai, NY, 11766",13 Oakland Hills Dr,Mount Sinai,New York,3620.0,11766
457044,for_sale,499999.0,3.0,3.0,0.5,"18 Hope Ct, Selden, NY, 11784",18 Hope Ct,Selden,New York,1492.0,11784
457073,for_sale,429000.0,3.0,1.0,0.19,"15 Smith St, Centereach, NY, 11720",15 Smith St,Centereach,New York,800.0,11720
457076,for_sale,579000.0,4.0,3.0,0.35,"9 Rolling Rd, Miller Place, NY, 11764",9 Rolling Rd,Miller Place,New York,1978.0,11764
457118,for_sale,389999.0,2.0,1.0,0.22,"9 Everett St, Centereach, NY, 11720",9 Everett St,Centereach,New York,700.0,11720
457149,for_sale,749000.0,2.0,2.0,0.37,"39 Shore Rd, East Setauket, NY, 11733",39 Shore Rd,East Setauket,New York,2158.0,11733
457164,for_sale,529000.0,5.0,2.0,0.34,"8 Highland Down, Shoreham, NY, 11786",8 Highland Down,Shoreham,New York,1887.0,11786
457165,for_sale,975000.0,3.0,3.0,0.54,"400 Oxhead Rd, Stony Brook, NY, 11790",400 Oxhead Rd,Stony Brook,New York,2095.0,11790
457168,for_sale,739000.0,4.0,3.0,0.92,"16 Long Bow, Wading River, NY, 11792",16 Long Bow,Wading River,New York,2468.0,11792
457169,for_sale,549900.0,3.0,2.0,0.35,"7 Calicotree Ln, Coram, NY, 11727",7 Calicotree Ln,Coram,New York,1997.0,11727
457172,for_sale,699000.0,4.0,3.0,0.33,"31 Puritan Path, Port Jefferson, NY, 11777",31 Puritan Path,Port Jefferson,New York,2300.0,11777
457186,for_sale,459999.0,3.0,2.0,0.14,"53 Woodhaven Dr, Sound Beach, NY, 11789",53 Woodhaven Dr,Sound Beach,New York,1766.0,11789
457196,for_sale,600000.0,4.0,3.0,0.42,"16 Whitmore Ln, Coram, NY, 11727",16 Whitmore Ln,Coram,New York,2500.0,11727
457200,for_sale,679000.0,4.0,4.0,0.63,"10 Oldstone Ct, Centereach, NY, 11720",10 Oldstone Ct,Centereach,New York,2500.0,11720
457202,for_sale,479990.0,4.0,2.0,0.21,"42 Imperial Dr, Selden, NY, 11784",42 Imperial Dr,Selden,New York,1707.0,11784
457203,for_sale,799000.0,4.0,3.0,1.1,"21 Harvester Rd, Trumbull, CT, 06611",21 Harvester Rd,Trumbull,Connecticut,2520.0,06611
457237,for_sale,499000.0,5.0,3.0,0.35,"652 Hawkins Rd E, Coram, NY, 11727",652 Hawkins Rd E,Coram,New York,2868.0,11727
457240,for_sale,2100000.0,5.0,6.0,2.98,"9 Tower Hill Rd, Shoreham, NY, 11786",9 Tower Hill Rd,Shoreham,New York,4400.0,11786
457281,for_sale,559000.0,2.0,2.0,13.71,"182 Ira Rd Unit 182, Mount Sinai, NY, 11766",182 Ira Rd Unit 182,Mount Sinai,New York,1820.0,11766
457287,for_sale,545000.0,2.0,2.0,0.04,"236 Ira Rd Unit 236, Mount Sinai, NY, 11766",236 Ira Rd Unit 236,Mount Sinai,New York,1317.0,11766
457291,for_sale,687500.0,4.0,3.0,0.92,"6082 N Country Rd, Wading River, NY, 11792",6082 N Country Rd,Wading River,New York,2143.0,11792
457343,for_sale,475000.0,3.0,2.0,0.35,"26 Branch Ln, East Setauket, NY, 11733",26 Branch Ln,East Setauket,New York,1488.0,11733
457371,for_sale,660000.0,3.0,4.0,0.69,"10 Little Harbor Rd, Mount Sinai, NY, 11766",10 Little Harbor Rd,Mount Sinai,New York,1890.0,11766
457379,for_sale,399990.0,3.0,1.0,0.12,"34 Ulrich Rd, Centereach, NY, 11720",34 Ulrich Rd,Centereach,New York,1136.0,11720
457384,for_sale,599999.0,4.0,3.0,0.26,"282 Harrison Ave, Miller Place, NY, 11764",282 Harrison Ave,Miller Place,New York,2496.0,11764
457390,for_sale,1250000.0,5.0,5.0,3.0,"80 Crossbow Ln, Easton, CT, 06612",80 Crossbow Ln,Easton,Connecticut,4841.0,06612
457392,for_sale,479999.0,4.0,2.0,0.11,"3 Atlantic Ave, Port Jefferson Station, NY, 11776",3 Atlantic Ave,Port Jefferson Station,New York,1540.0,11776
457406,for_sale,519995.0,3.0,2.0,0.36,"2 Cassie Ct, Mount Sinai, NY, 11766",2 Cassie Ct,Mount Sinai,New York,2350.0,11766
457412,for_sale,465000.0,4.0,3.0,0.42,"180 Mount Sinai Ave, Mount Sinai, NY, 11766",180 Mount Sinai Ave,Mount Sinai,New York,2350.0,11766
457429,for_sale,350000.0,3.0,2.0,0.21,"391 Hawkins Rd, Centereach, NY, 11720",391 Hawkins Rd,Centereach,New York,1688.0,11720
457441,for_sale,699000.0,6.0,3.0,0.68,"16 Shamrock Rd, Rocky Point, NY, 11778",16 Shamrock Rd,Rocky Point,New York,3304.0,11778
457466,for_sale,569000.0,5.0,4.0,1.25,"37 Randall Rd, Wading River, NY, 11792",37 Randall Rd,Wading River,New York,2500.0,11792
457467,for_sale,549000.0,2.0,2.0,13.71,"120 Pond Cir Unit 120, Mount Sinai, NY, 11766",120 Pond Cir Unit 120,Mount Sinai,New York,1820.0,11766
457474,for_sale,501000.0,4.0,2.0,0.37,"37 Bobcat Ln, East Setauket, NY, 11733",37 Bobcat Ln,East Setauket,New York,1600.0,11733
457476,for_sale,609000.0,4.0,2.0,0.41,"6 Balfour Ln, Stony Brook, NY, 11790",6 Balfour Ln,Stony Brook,New York,2200.0,11790
457479,for_sale,799000.0,4.0,4.0,0.92,"4 Woods Dr, Port Jefferson Station, NY, 11776",4 Woods Dr,Port Jefferson Station,New York,2636.0,11776
457480,for_sale,339900.0,2.0,2.0,0.04,"348A Woodbridge Dr Unit 348A, Ridge, NY, 11961",348A Woodbridge Dr Unit 348A,Ridge,New York,1200.0,11961
457511,for_sale,525000.0,3.0,3.0,0.11,"2 Philip Ln Unit 1, Middle Island, NY, 11953",2 Philip Ln Unit 1,Middle Island,New York,2675.0,11953
457514,for_sale,714900.0,4.0,3.0,0.52,"16 Deer Field Cres, Wading River, NY, 11792",16 Deer Field Cres,Wading River,New York,2400.0,11792
457517,for_sale,997095.0,4.0,4.0,0.52,"12 Ellen Dr, Port Jefferson, NY, 11777",12 Ellen Dr,Port Jefferson,New York,3150.0,11777
457556,for_sale,538000.0,4.0,3.0,0.17,"348 Mark Tree Rd, South Setauket, NY, 11720",348 Mark Tree Rd,South Setauket,New York,2750.0,11720
